"MODEL(모델명)","SERIAL(시리얼)","PM25(초미세먼지)","PM10(미세먼지)","TEMP(기온)","HUMI(상대습도)","WIND_DIRE(풍향)","WIND_SPEED(풍속)","GUST_DIRE(돌풍 풍향)","GUST_SPEED(돌풍 풍속)","INTE_ILLU(조도)","ULTRA_RAYS(자외선)","NOISE(소음)","VIBR_X(진동x)","VIBR_Y(진동y)","VIBR_Z(진동z)","VIBR_X_MAX(진동x 최대)","VIBR_Y_MAX(진동y 최대)","VIBR_Z_MAX(진동z 최대)","EFFE_TEMP(흑구 온도)","PM25_STD(초미세먼지 보정)","PM10_STD(미세먼지 보정)","REG_DATE(측정시간)","CARBON_MONO(일산화탄소)","NITROGEN_DIO(이산화질소)","SULFUR_DIO(이산화황)","AMMONIA(암모니아)","HYDROGEN_SULF(황화수소)","OZONE(오존)","DB_DATE(등록일시)"
"SDOT001","OC3CL200142",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:30"
"SDOT001","OC3CL200062",999,999,99.9,99,,,,,99999,9.9,99,,,,,,,,999,999,"202103010000",,,,9.999,9.999,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940302",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940382",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940242",999,999,99.9,99,,,,,99999,9.9,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940840",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940722",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940864",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940260",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940322",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940842",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:31"
"SDOT001","V02Q1940676",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1940124",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1940142",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","OC3CL200122",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","OC3CL200124",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","OC3CL200082",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1940502",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1940662",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","OC3CL200084",999,999,99.9,99,,,,,99999,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","OC3CL200126",,,,,,,,,,,,,,,,,,,,,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1940444",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1940144",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1940264",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","OC3CL200182",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:32"
"SDOT001","V02Q1941006",999,999,99.9,99,,,,,,,,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940200",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940198",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940082",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940258",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940484",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","OC3CL200184",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940724",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940504",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940138",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940544",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:33"
"SDOT001","V02Q1940682",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","OC3CL200144",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940604",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940624",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940306",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940126",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940244",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940856",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940266",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940386",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:34"
"SDOT001","V02Q1940424",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940564",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940304",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940196",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940438",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","OC3CL200026",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","OC3CL200064",999,999,99.9,99,,,,,99999,9.9,99,,,,,,,,999,999,"202103010000",,,,9.999,9.999,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940066",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","OC3CL200146",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940364",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940206",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","OC3CL200206",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",9.999,9.999,9.999,9.999,9.999,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940384",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940086",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940738",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","V02Q1940804",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:35"
"SDOT001","OC3CL200186",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","OC3CL200128",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940542",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940686",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940498",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940746",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940740",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940798",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940628",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940376",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940088",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","V02Q1940868",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:36"
"SDOT001","OC3CL200188",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","V02Q1940562",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","OC3CL200068",999,999,99.9,99,,,,,99999,9.9,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","V02Q1940808",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","V02Q1940204",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","OC3CL200148",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","OC3CL200208",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",9.999,9.999,9.999,9.999,9.999,,"2021-03-01 00:00:37"
"SDOT001","V02Q1940480",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","V02Q1940378",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","V02Q1940324",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","OC3CL200088",999,999,99.9,99,,,,,99999,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","OC3CL200028",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:37"
"SDOT001","V02Q1940785",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940568",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","OC3CL200010",999,999,99.9,99,,,,,,9.9,99,,,,,,,99.9,999,999,"202103010000",,,,9.999,9.999,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940120",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940448",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940128",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940190",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","OC3CL200030",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","OC3CL200130",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940540",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940742",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940202",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940090",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940146",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:38"
"SDOT001","V02Q1940450",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940560",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940744",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940490",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940728",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940664",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940318",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940488",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940372",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940606",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","OC3CL200210",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940782",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940270",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,99.9,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","OC3CL200070",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940602",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1941013",999,999,99.9,99,,,,,,,,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940368",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940622",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940420",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940122",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","OC3CL200090",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940670",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940552",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:39"
"SDOT001","V02Q1940070",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940550",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940684",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940666",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940432",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940246",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940486",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","OC3CL200150",999,999,99.9,99,999.9,9.9,999,99.9,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940510",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940152",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940452",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940184",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940720",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940790",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","OC3CL200190",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940608",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940250",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940730",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","OC3CL200092",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940848",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940612",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","OC3CL200192",999,999,99.9,99,,,,,,,99,,,,,,,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:40"
"SDOT001","V02Q1940390",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:41"
"SDOT001","V02Q1940732",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:41"
"SDOT001","V02Q1940506",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:41"
"SDOT001","OC3CL200012",999,999,99.9,99,,,,,,9.9,99,,,,,,,99.9,999,999,"202103010000",,,,9.999,9.999,,"2021-03-01 00:00:41"
"SDOT001","V02Q1940726",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:41"
"SDOT001","V02Q1940546",999,999,99.9,99,,,,,99999,9.9,99,9.99,9.99,9.99,99.99,99.99,99.99,,999,999,"202103010000",,,,,,,"2021-03-01 00:00:41"
