지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
583,2013-12-26,2015-07-13,안흥,강원도 횡성군안흥면 소사리589-1 안흥초등학교 덕천분교,원주기상대(114),37.4646,128.1551,530,,,,
583,2007-08-13,2013-12-26,안흥,강원도 횡성군안흥면 소사리589-1 안흥초등학교 덕천분교,원주기상대(114),37.4125,128.1561,430.66,,,,
583,1993-09-08,2007-08-13,안흥,강원도 횡성군안흥면 소사리589-1 안흥초등학교 덕천분교,원주기상대(114),37.41,128.1568,430,,,,
584,1993-09-08,2010-12-04,정선북,,영월기상대(121),37.4711,128.7245,386,,,,
585,2020-10-23,,신남,강원도 인제군남면 신풍리 제3군수지원여단,강릉(구 105),37.96,128.0742,235.78,,,,
585,1993-10-19,2020-10-23,신남,강원도 인제군남면 신풍리 제3군수지원여단,강릉(구 105),37.966,128.0834,236.41,,,,
586,2020-10-23,,북산,강원도 춘천시북산면 중추곡길51  ,춘천기상대(101),38.0321,127.8769,225.91,,,,
586,2015-08-05,2020-10-23,북산,강원도 춘천시북산면 중추곡길51  ,춘천기상대(101),38.0321,127.8769,226,,,,
586,1993-10-19,2015-08-05,북산,강원도 춘천시북산면 중추곡길51  ,춘천기상대(101),37.9876,127.8858,240.61,,,,
587,2012-10-08,,방산,강원도 양구군방산면 송현리제5993부대 65연대 ,춘천기상대(101),38.2264,127.9533,276.94,,,,
587,1993-10-08,2012-10-08,방산,강원도 양구군방산면 송현리제5993부대 65연대 ,춘천기상대(101),38.2091,127.9495,262.19,,,,
588,1993-10-20,,남산,강원도 춘천시남산면 방곡리천 629-41 ,춘천기상대(101),37.7907,127.6429,83.37,,,,
589,2017-08-25,,능곡,경기도 고양시일산동구 성석동산69-2 5895부대 ,,37.7024,126.7903,59.07,,,,
589,2015-07-13,2017-08-25,능곡,경기도 고양시일산동구 성석동산69-2 5895부대 ,,37.7024,126.7903,58,,,,
589,2012-07-17,2015-07-13,능곡,경기도 고양시일산동구 성석동산69-2 5895부대 ,파주기상대(99),37.7024,126.7903,58,,,,
589,2010-08-16,2012-07-17,능곡,경기도 고양시일산동구 성석동산69-2 5895부대 ,파주기상대(99),37.6205,126.7943,11.51,,,,
589,1994-12-11,2010-08-15,능곡,경기도 고양시일산동구 성석동산69-2 5895부대 ,서울기상관측소(108),37.6372,126.7586,10,,,,
590,2010-12-14,,과천,경기도 과천시과천시 상하벌로110(국립과천과학관)  ,,37.4403,127.0025,46.6,,,,
590,2010-11-01,2010-12-14,과천,경기도 과천시과천시 상하벌로110(국립과천과학관)  ,수도권기상청(119),37.426,126.989,70,,,,
590,2010-10-05,2010-11-01,과천,경기도 과천시과천시 상하벌로110(국립과천과학관)  ,수도권기상청(119),37.426,126.989,70,,,,
590,2010-08-16,2010-10-05,과천,경기도 과천시과천시 상하벌로110(국립과천과학관)  ,인천기상대(112),37.4263,126.9887,70,,,,
590,2007-08-29,2010-08-15,과천,경기도 과천시과천시 상하벌로110(국립과천과학관)  ,서울기상관측소(108),37.4263,126.9887,70,,,,
590,1994-12-12,2007-08-29,과천,경기도 과천시과천시 상하벌로110(국립과천과학관)  ,서울기상관측소(108),37.4263,126.9887,70,,,,
591,2020-01-03,,치악산,강원도 원주시소초면 학곡리900 치악산국립공원사무소 ,강릉(구 105),37.4155,128.0505,267.66,,,,
591,2015-07-13,2020-01-03,치악산,강원도 원주시소초면 학곡리900 치악산국립공원사무소 ,강릉(구 105),37.4155,128.0505,267.66,,,,
591,2009-09-01,2015-07-13,치악산,강원도 원주시소초면 학곡리900 치악산국립공원사무소 ,원주기상대(114),37.4155,128.0505,268.45,,,,
591,2007-08-15,2009-09-01,치악산,강원도 원주시소초면 학곡리900 치악산국립공원사무소 ,원주기상대(114),37.43,128.03,282,,,,
591,1994-12-15,2007-08-15,치악산,강원도 원주시소초면 학곡리900 치악산국립공원사무소 ,원주기상대(114),37.43,128.03,282,,,,
592,2020-01-03,,부론,강원도 원주시부론면 흥호리936  ,강릉(구 105),37.2316,127.7487,52.7,,,,
592,2015-07-13,2020-01-03,부론,강원도 원주시부론면 흥호리936  ,강릉(구 105),37.2316,127.7487,52.7,,,,
592,2011-11-01,2015-07-13,부론,강원도 원주시부론면 흥호리936  ,원주기상대(114),37.2316,127.7487,52,,,,
592,2007-08-16,2011-11-01,부론,강원도 원주시부론면 흥호리936  ,원주기상대(114),37.2075,127.7505,64.08,,,,
592,1994-12-16,2007-08-16,부론,강원도 원주시부론면 흥호리936  ,원주기상대(114),37.2045,127.753,64,,,,
593,2020-09-17,,양양영덕,강원도 양양군서면 영덕리350  ,강릉(구 105),38.0073,128.5407,128.31,,,,
593,2017-01-13,2020-09-17,양양영덕,강원도 양양군서면 영덕리350  ,강릉(구 105),38.0073,128.5407,128.31,,,,
593,2011-11-02,2017-01-13,양양영덕,강원도 양양군서면 영덕리350  ,강릉(구 105),38.0074,128.5407,146.05,,,,
593,1994-12-14,2011-11-01,서림,강원도 양양군서면 영덕리350  ,강릉(구 105),37.9811,128.5265,159.8,,,,
594,2017-01-13,,서화,강원도 인제군서화면 서화리 육군 제8227부대 63포병대,강릉(구 105),38.2533,128.21,316,,,,
594,2013-12-12,2017-01-13,서화,강원도 인제군서화면 서화리 육군 제8227부대 63포병대,강릉(구 105),38.2533,128.21,316,,,,
594,2007-08-17,2013-12-12,서화,강원도 인제군서화면 서화리 육군 제8227부대 63포병대,춘천기상대(101),38.2183,128.2085,311,,,,
594,1994-12-13,2007-08-17,서화,강원도 인제군서화면 서화리 육군 제8227부대 63포병대,속초기상대(90),38.2168,128.2102,311,,,,
595,2017-01-13,,진부령,강원도 고성군간성읍 흘리길190(흘리보건소 옆) ,강릉(구 105),38.2641,128.3742,586.53,,,,
595,2015-07-13,2017-01-13,진부령,강원도 고성군간성읍 흘리길190(흘리보건소 옆) ,강릉(구 105),38.2664,128.374,596.25,,,,
595,2009-06-29,2015-07-13,진부령,강원도 고성군간성읍 흘리길190(흘리보건소 옆) ,속초기상대(90),38.2664,128.374,596.25,,,,
595,2007-08-08,2009-06-29,진부령,강원도 고성군간성읍 흘리길190(흘리보건소 옆) ,속초기상대(90),38.2664,128.374,600.6,,,,
595,2006-11-29,2007-08-08,진부령,강원도 고성군간성읍 흘리길190(흘리보건소 옆) ,속초기상대(90),38.2664,128.374,600.6,,,,
595,1998-04-27,2006-11-29,진부령,강원도 고성군간성읍 흘리길190(흘리보건소 옆) ,속초기상대(90),38.2667,128.3833,620,,,,
595,1994-12-13,1998-04-27,진부령,강원도 고성군간성읍 흘리길190(흘리보건소 옆) ,속초기상대(90),38.26,128.38,520,,,,
596,2020-01-03,,오색,강원도 양양군서면 오색리199-1  ,강릉(구 105),38.077,128.4933,240.99,,,,
596,2017-01-13,2020-01-03,오색,강원도 양양군서면 오색리199-1  ,강릉(구 105),38.077,128.4933,240.99,,,,
596,2012-11-15,2017-01-13,오색,강원도 양양군서면 오색리199-1  ,강릉(구 105),38.077,128.4932,237.73,,,,
596,2007-08-07,2012-11-15,오색,강원도 양양군서면 오색리199-1  ,강릉(구 105),38.0775,128.451,337.35,,,,
596,1994-12-14,2007-08-07,오색,강원도 양양군서면 오색리199-1  ,강릉(구 105),38.07,128.45,337,,,,
597,2015-07-13,,대화,강원도 평창군대화면 신리1106-21 서울대학교 그린바이오연구원,강릉(구 105),37.5455,128.4411,561.85,,,,
597,2012-11-16,2015-07-13,대화,강원도 평창군대화면 신리1106-21 서울대학교 그린바이오연구원,대관령기상대(100),37.5455,128.4411,562.81,,,,
597,2007-08-03,2012-11-16,대화,강원도 평창군대화면 신리1106-21 서울대학교 그린바이오연구원,대관령기상대(100),37.5009,128.4585,445.58,,,,
597,1994-12-15,2007-08-03,대화,강원도 평창군대화면 신리1106-21 서울대학교 그린바이오연구원,대관령기상대(100),37.4927,128.4594,445,,,,
598,2015-07-13,,양주,경기도 양주시광적면 석우리산 6번지 제,,37.8312,126.9905,87.76,,,,
598,2003-10-19,2015-07-13,양주,경기도 양주시광적면 석우리산 6번지 제,파주기상대(99),37.8312,126.9905,85.22,,,,
598,1998-04-14,2003-10-19,양주,경기도 양주시광적면 석우리산 6번지 제,파주기상대(99),37.83,127,106,,,,
598,1995-02-11,1998-04-14,광적,경기도 양주시광적면 석우리산 6번지 제,서울기상관측소(108),37.83,127,78,,,,
599,2021-07-13,,광릉,경기도 포천시소흘읍 직동리642-4  ,,37.7617,127.1698,105.82,,,,
599,2015-07-13,2021-07-13,광릉,경기도 포천시소흘읍 직동리642-4  ,,37.7617,127.1698,105.82,,,,
599,1998-04-14,2015-07-13,광릉,경기도 포천시소흘읍 직동리642-4  ,동두천지역기상서비스센터(98),37.7617,127.1698,101.49,,,,
599,1992-02-15,1998-04-14,광릉,경기도 포천시소흘읍 직동리642-4  ,서울기상관측소(108),37.7538,127.1722,104,,,,
600,2017-08-25,,금왕,충청북도 음성군금왕읍 용계리 245-4285번길 6 (용계리,청주기상대(131),36.9737,127.5897,131.87,,,,
600,2015-07-13,2017-08-25,금왕,충청북도 음성군금왕읍 용계리 245-4285번길 6 (용계리,청주기상대(131),36.9737,127.5897,131.98,,,,
600,2011-11-01,2015-07-13,금왕,충청북도 음성군금왕읍 용계리 245-4285번길 6 (용계리,충주지역기상서비스센터(127),36.9737,127.5897,131.98,,,,
600,2001-06-19,2011-11-01,금왕,충청북도 음성군금왕읍 용계리 245-4285번길 6 (용계리,충주지역기상서비스센터(127),36.9882,127.6003,100,,,,
600,1990-06-04,2001-06-19,금왕,충청북도 음성군금왕읍 용계리 245-4285번길 6 (용계리,충주지역기상서비스센터(127),36.9882,127.6003,100,,,,
601,2017-08-25,,단양,충청북도 단양군단양읍 중앙1로20 (별곡리 310),청주기상대(131),36.9855,128.3669,184.56,,,,
601,2015-07-13,2017-08-25,단양,충청북도 단양군단양읍 중앙1로20 (별곡리 310),청주기상대(131),36.9855,128.3669,184.21,,,,
601,1990-06-05,2015-07-13,단양,충청북도 단양군단양읍 중앙1로20 (별곡리 310),충주지역기상서비스센터(127),36.9855,128.3669,184.21,,,,
602,2020-04-20,,진천,충청북도 진천군진천읍 성석리 903,청주기상대(131),36.8634,127.4625,111,,,,
602,2011-09-30,2020-04-20,진천,충청북도 진천군진천읍 성석리 903,청주기상대(131),36.8539,127.4297,93.88,,,,
602,1990-06-06,2011-09-30,진천,충청북도 진천군진천읍 성석리 903,청주기상대(131),36.8539,127.4297,91.98,,,,
603,2021-08-07,,괴산,충청북도 괴산군괴산읍 임꺽정로169 괴산군농업기술센터 ,청주기상대(131),36.8161,127.7776,120.2,,,,
603,2017-08-25,2021-08-07,괴산,충청북도 괴산군괴산읍 임꺽정로169 괴산군농업기술센터 ,청주기상대(131),36.8161,127.7776,120.2,,,,
603,2001-06-19,2017-08-25,괴산,충청북도 괴산군괴산읍 임꺽정로169 괴산군농업기술센터 ,청주기상대(131),36.8,127.8,127,,,,
603,1990-06-07,2001-06-19,괴산,충청북도 괴산군괴산읍 임꺽정로169 괴산군농업기술센터 ,청주기상대(131),36.8,127.8,115,,,,
604,2015-07-13,,옥천,충청북도 옥천군옥천읍 옥천동이로234 옥천농업기술센터 ,청주기상대(131),36.2999,127.5966,122.64,,,,
604,2005-08-05,2015-07-13,옥천,충청북도 옥천군옥천읍 옥천동이로234 옥천농업기술센터 ,추풍령지역기상서비스센터(135),36.3,127.5965,117.84,,,,
604,1990-06-10,2005-08-05,옥천,충청북도 옥천군옥천읍 옥천동이로234 옥천농업기술센터 ,대전지방기상청(133),36.3,127.58,110,,,,
605,2015-07-13,,영동,충청북도 영동군영동읍 학산영동로1065 영동농업기술센터 ,청주기상대(131),36.1631,127.7598,139.68,,,,
605,1990-06-11,2015-07-13,영동,충청북도 영동군영동읍 학산영동로1065 영동농업기술센터 ,추풍령지역기상서비스센터(135),36.1631,127.7598,137.14,,,,
606,2015-12-23,,대산,충청남도 서산시대산읍 대죽리산95-1 (5304부대 대산방공진지),,37.0106,126.3881,23.22,,,,
606,2011-11-21,2015-12-23,대산,충청남도 서산시대산읍 대죽리산95-1 (5304부대 대산방공진지),,37.011,126.388,16,,,,
606,1999-01-07,2011-11-21,대산,충청남도 서산시대산읍 대죽리산95-1 (5304부대 대산방공진지),홍성기상대(서산 129),36.9984,126.454,14.82,,,,
606,1998-12-08,1999-01-07,대산,충청남도 서산시대산읍 대죽리산95-1 (5304부대 대산방공진지),홍성기상대(서산 129),36.9833,126.45,6,,,,
606,1990-06-07,1998-12-08,대산,충청남도 서산시대산읍 대죽리산95-1 (5304부대 대산방공진지),홍성기상대(서산 129),36.9367,126.4363,29,,,,
607,2017-08-25,,근흥,충청남도 태안군근흥면 신진부두길 42(태안어업정보통신국),,36.6731,126.1354,6.4,,,,
607,1997-11-07,2017-08-25,근흥,충청남도 태안군근흥면 신진부두길 42(태안어업정보통신국),,36.6667,126.15,8,,,,
607,1990-06-12,1997-11-07,근흥,충청남도 태안군근흥면 신진부두길 42(태안어업정보통신국),홍성기상대(서산 129),36.68,126.17,10,,,,
608,2012-11-23,,홍북,충청남도 홍성군홍북면 상하리산91(1789부대 4대대) ,,36.6277,126.6451,86.52,,,,
608,1990-06-17,2012-11-23,봉산,충청남도 홍성군홍북면 상하리산91(1789부대 4대대) ,홍성기상대(서산 129),36.7487,126.6816,43.56,,,,
609,2020-10-23,,삽시도,충청남도 보령시오천면 삽시도리138-10  ,대전지방기상청(133),36.338,126.3562,39.65,,,,
609,2015-07-13,2020-10-23,삽시도,충청남도 보령시오천면 삽시도리138-10  ,대전지방기상청(133),36.3379,126.3564,36.1,,,,
609,2014-10-25,2015-07-13,삽시도,충청남도 보령시오천면 삽시도리138-10  ,보령지역기상서비스센터(235),36.3379,126.3564,36.1,,,,
609,2009-10-15,2014-10-25,삽시도,충청남도 보령시오천면 삽시도리138-10  ,보령지역기상서비스센터(235),36.3435,126.3518,22.62,,,,
609,1999-09-08,2009-10-15,안면,충청남도 보령시오천면 삽시도리138-10  ,홍성기상대(서산 129),36.42,126.44,36,,,,
609,1998-04-24,1999-09-08,안면,충청남도 보령시오천면 삽시도리138-10  ,홍성기상대(서산 129),36.4167,126.4333,9,,,,
609,1990-06-12,1998-04-24,안면,충청남도 보령시오천면 삽시도리138-10  ,홍성기상대(서산 129),36.5183,126.3453,20,,,,
610,2017-09-12,,홍성죽도,충청남도 홍성군서부면 죽도리 33-1,,36.52,126.4424,16.88,,,,
610,2009-08-19,2017-09-12,홍성,충청남도 홍성군서부면 죽도리 33-1,,36.5926,126.6444,49.27,,,,
610,1990-06-14,2009-08-19,홍성,충청남도 홍성군서부면 죽도리 33-1,홍성기상대(서산 129),36.58,126.63,57,,,,
611,2020-12-15,,세종연서,세종특별자치시 연서면봉암리 196-1  ,대전지방기상청(133),36.5667,127.2806,51,,,,
611,2012-09-01,2020-12-15,세종연서,세종특별자치시 연서면봉암리 196-1  ,대전지방기상청(133),36.5722,127.2836,26.6,,,,
611,2012-07-02,2012-09-01,연기,세종특별자치시 연서면봉암리 196-1  ,대전지방기상청(133),36.5665,127.2797,28.1,,,,
611,2011-10-06,2012-07-02,연기,세종특별자치시 연서면봉암리 196-1  ,천안지역기상서비스센터(232),36.5665,127.2797,28.1,,,,
611,1990-06-07,2011-10-06,연기,세종특별자치시 연서면봉암리 196-1  ,천안지역기상서비스센터(232),36.57,127.27,25,,,,
612,2013-12-19,,공주,충청남도 공주시금흥동 산 21번지(공주예비군 훈련장),대전지방기상청(133),36.4828,127.1365,24,,,,
612,2009-11-16,2013-12-19,공주,충청남도 공주시금흥동 산 21번지(공주예비군 훈련장),대전지방기상청(133),36.4609,127.1114,49.96,,,,
612,1990-01-07,2009-11-16,공주,충청남도 공주시금흥동 산 21번지(공주예비군 훈련장),대전지방기상청(133),36.4833,127.1,67,,,,
614,2015-07-13,,서천,충청남도 서천군마서면 계동리 76-1서천군농업기술센터,대전지방기상청(133),36.0625,126.7041,9.59,,,,
614,2010-12-14,2015-07-13,서천,충청남도 서천군마서면 계동리 76-1서천군농업기술센터,군산기상대(140),36.0622,126.7043,8,,,,
614,1999-04-28,2010-12-14,서천,충청남도 서천군마서면 계동리 76-1서천군농업기술센터,군산기상대(140),36.05,126.7,16,,,,
614,1992-05-12,1999-04-28,서천,충청남도 서천군마서면 계동리 76-1서천군농업기술센터,대전지방기상청(133),36.05,126.7,8,,,,
615,2013-12-24,,논산,충청남도 논산시덕지동 43-29  ,대전지방기상청(133),36.2116,127.1082,8.15,,,,
615,2009-05-21,2013-12-23,논산,충청남도 논산시덕지동 43-29  ,대전지방기상청(133),36.2276,127.0853,5.91,,,,
615,1997-10-30,2009-05-21,논산,충청남도 논산시덕지동 43-29  ,대전지방기상청(133),36.1833,127.1,14,,,,
615,1990-06-05,1997-10-30,논산,충청남도 논산시덕지동 43-29  ,대전지방기상청(133),36.3,127.1667,10,,,,
616,2010-11-08,,당진,충청남도 당진시채운동 산5-5(1789부대 2대대),,36.8894,126.6174,52.4,,,10,
616,2000-03-17,2010-11-08,당진,충청남도 당진시채운동 산5-5(1789부대 2대대),홍성기상대(서산 129),36.9,126.65,21,,,,
616,1991-11-14,2000-03-17,당진,충청남도 당진시채운동 산5-5(1789부대 2대대),홍성기상대(서산 129),36.88,126.62,20,,,,
617,2015-07-13,,성거,충청남도 천안시서북구 성거읍봉주로 75(서북구청) ,대전지방기상청(133),36.8782,127.1561,41.03,,,,
617,1991-11-14,2015-07-13,성거,충청남도 천안시서북구 성거읍봉주로 75(서북구청) ,천안지역기상서비스센터(232),36.8782,127.1561,41.38,,,,
618,2015-07-13,,청양,충청남도 청양군청양읍 구봉로1026-84 청양농업기술센터 ,대전지방기상청(133),36.4237,126.7791,98.75,,,10,
618,2007-12-17,2015-07-13,청양,충청남도 청양군청양읍 구봉로1026-84 청양농업기술센터 ,보령지역기상서비스센터(235),36.4237,126.7791,98.12,,,10,
618,1991-11-16,2007-12-13,청양,충청남도 청양군청양읍 구봉로1026-84 청양농업기술센터 ,홍성기상대(서산 129),36.42,126.78,118,,,,
619,2015-07-13,,음성,충청북도 음성군음성읍 평곡리520-1번지  ,청주기상대(131),36.923,127.7024,133.44,,,,
619,2010-11-09,2015-07-13,음성,충청북도 음성군음성읍 평곡리520-1번지  ,충주지역기상서비스센터(127),36.9444,127.6845,161.02,,,,
619,2001-06-19,2010-11-09,음성,충청북도 음성군음성읍 평곡리520-1번지  ,충주지역기상서비스센터(127),36.93,127.68,163,,,,
619,1991-11-23,2001-06-19,음성,충청북도 음성군음성읍 평곡리520-1번지  ,충주지역기상서비스센터(127),36.93,127.68,145,,,,
620,2020-10-14,,엄정,충청북도 충주시엄정면 율능리1334  ,청주기상대(131),37.0737,127.9035,65.43,,,,
620,2015-07-13,2020-10-14,엄정,충청북도 충주시엄정면 율능리1334  ,청주기상대(131),37.0737,127.9035,65.43,,,,
620,2011-12-19,2015-07-13,엄정,충청북도 충주시엄정면 율능리1334  ,충주지역기상서비스센터(127),37.0737,127.9035,63.53,,,,
620,2001-06-19,2011-12-19,엄정,충청북도 충주시엄정면 율능리1334  ,충주지역기상서비스센터(127),37.0865,127.9152,77.61,,,,
620,1992-11-17,2001-06-19,엄정,충청북도 충주시엄정면 율능리1334  ,충주지역기상서비스센터(127),37.0828,127.9164,95,,,,
621,2021-07-31,,수산,충청북도 제천시수산면 옥순봉로933 (하천리 497-2),청주기상대(131),36.9733,128.2142,147.63,,,,
621,2015-07-13,2021-07-31,수산,충청북도 제천시수산면 옥순봉로933 (하천리 497-2),청주기상대(131),36.9733,128.2142,147.63,,,,
621,2012-12-21,2015-07-13,수산,충청북도 제천시수산면 옥순봉로933 (하천리 497-2),충주지역기상서비스센터(127),36.9732,128.2142,147.26,,,,
621,1992-11-18,2012-12-21,청풍,충청북도 제천시수산면 옥순봉로933 (하천리 497-2),충주지역기상서비스센터(127),37.0003,128.1678,185.72,,,,
622,2021-07-29,,수안보,충청북도 충주시수안보면 안보리419-1 수안보생활체육공원 ,청주기상대(131),36.8391,128.0079,228.09,,,,
622,2015-07-13,2021-07-29,수안보,충청북도 충주시수안보면 안보리419-1 수안보생활체육공원 ,청주기상대(131),36.8391,128.0079,228.09,,,,
622,2010-07-13,2015-07-13,수안보,충청북도 충주시수안보면 안보리419-1 수안보생활체육공원 ,충주지역기상서비스센터(127),36.8391,128.0079,232.11,,,,
622,2001-06-19,2010-07-13,수안보,충청북도 충주시수안보면 안보리419-1 수안보생활체육공원 ,충주지역기상서비스센터(127),36.842,127.9939,195,,,,
622,1992-11-17,2001-06-19,수안보,충청북도 충주시수안보면 안보리419-1 수안보생활체육공원 ,충주지역기상서비스센터(127),36.842,127.9939,195,,,,
623,2010-07-30,,증평,충청북도 증평군증평읍 연탄리602-1번지 제37보병사단 ,청주기상대(131),36.7956,127.562,74.72,,,10,
623,2007-07-28,2010-07-29,증평,충청북도 증평군증평읍 연탄리602-1번지 제37보병사단 ,충주지역기상서비스센터(127),36.78,127.58,102,,,,
623,2001-06-19,2007-07-28,증평,충청북도 증평군증평읍 연탄리602-1번지 제37보병사단 ,충주지역기상서비스센터(127),36.78,127.58,102,,,,
623,1992-11-20,2001-06-19,증평,충청북도 증평군증평읍 연탄리602-1번지 제37보병사단 ,청주기상대(131),36.78,127.58,102,,,,
624,2021-08-06,,상당,충청북도 청주시상당구 미원면미원리 463-4 미원하수종말처리장,청주기상대(131),36.6244,127.6571,244,,,,
624,2018-05-08,2021-08-06,상당,충청북도 청주시상당구 미원면미원리 463-4 미원하수종말처리장,청주기상대(131),36.6244,127.6571,244,,,,
624,2014-07-01,2018-05-08,상당,충청북도 청주시상당구 미원면미원리 463-4 미원하수종말처리장,청주기상대(131),36.6294,127.6588,244,,,,
624,1992-11-16,2014-06-30,청원,충청북도 청주시상당구 미원면미원리 463-4 미원하수종말처리장,청주기상대(131),36.6294,127.6588,244,,,,
625,1992-11-15,,속리산,충청북도 보은군속리산면 법주사로84 속리산국립공원 ,청주기상대(131),36.5172,127.8167,328.17,,,,
626,2020-10-13,,옥천청산,충청북도 옥천군청산면 청산관기로507 청산초등학교 대월분교(폐교),청주기상대(131),36.3705,127.8154,122.63,,,,
626,2016-08-01,2020-10-13,옥천청산,충청북도 옥천군청산면 청산관기로507 청산초등학교 대월분교(폐교),청주기상대(131),36.3705,127.8154,122.63,,,,
626,2015-07-13,2016-08-01,청산,충청북도 옥천군청산면 청산관기로507 청산초등학교 대월분교(폐교),청주기상대(131),36.3709,127.8156,120.73,,,,
626,2015-04-13,2015-07-13,청산,충청북도 옥천군청산면 청산관기로507 청산초등학교 대월분교(폐교),,36.3709,127.8156,120.73,,,,
626,1992-11-17,2015-04-13,청산,충청북도 옥천군청산면 청산관기로507 청산초등학교 대월분교(폐교),추풍령지역기상서비스센터(135),36.3709,127.8156,120.24,,,,
627,2007-07-21,,태안,충청남도 태안군태안읍 백화로49(태안초등학교)  ,,36.7585,126.2964,41.94,,,,
627,1992-11-17,2007-07-20,태안,충청남도 태안군태안읍 백화로49(태안초등학교)  ,홍성기상대(서산 129),36.7544,126.2988,41,,,,
628,2015-07-13,,예산,충청남도 예산군신암면 오신로852(예산군농업기술센터)  ,대전지방기상청(133),36.7421,126.8144,38.84,,,,
628,2007-10-23,2015-07-13,예산,충청남도 예산군신암면 오신로852(예산군농업기술센터)  ,천안지역기상서비스센터(232),36.7422,126.8144,38.74,,,,
628,1998-11-06,2007-10-23,예산,충청남도 예산군신암면 오신로852(예산군농업기술센터)  ,대전지방기상청(133),36.6778,126.8,39,,,,
628,1992-11-17,1998-11-06,예산,충청남도 예산군신암면 오신로852(예산군농업기술센터)  ,대전지방기상청(133),36.6778,126.8489,44,,,,
629,2020-10-08,,세종전의,세종특별자치시 전의면읍내리 5-1번지(전의생활체육공원)  ,대전지방기상청(133),36.6908,127.2005,84.56,,,,
629,2012-12-15,2020-10-08,세종전의,세종특별자치시 전의면읍내리 5-1번지(전의생활체육공원)  ,대전지방기상청(133),36.6908,127.2005,84.56,,,,
629,2012-09-01,2012-12-15,세종전의,세종특별자치시 전의면읍내리 5-1번지(전의생활체육공원)  ,대전지방기상청(133),36.6814,127.1959,80.43,,,,
629,2012-07-02,2012-09-01,전의,세종특별자치시 전의면읍내리 5-1번지(전의생활체육공원)  ,천안지역기상서비스센터(232),36.6814,127.1959,80.43,,,,
629,1999-02-05,2012-07-02,전의,세종특별자치시 전의면읍내리 5-1번지(전의생활체육공원)  ,천안지역기상서비스센터(232),36.6814,127.1959,80.43,,,,
629,1992-11-19,1999-02-05,전의,세종특별자치시 전의면읍내리 5-1번지(전의생활체육공원)  ,청주기상대(131),36.6757,127.2066,62,,,,
630,2021-07-31,,노은,충청북도 충주시노은면 수룡리501  ,청주기상대(131),37.0456,127.7997,111.99,,,,
630,2015-12-24,2021-07-31,노은,충청북도 충주시노은면 수룡리501  ,청주기상대(131),37.0456,127.7997,111.99,,,,
630,2015-07-13,2015-12-24,노은,충청북도 충주시노은면 수룡리501  ,청주기상대(131),37.042,127.787,116.55,,,,
630,2010-08-20,2015-07-13,노은,충청북도 충주시노은면 수룡리501  ,충주지역기상서비스센터(127),37.042,127.787,116.55,,,,
630,2001-06-19,2010-08-20,노은,충청북도 충주시노은면 수룡리501  ,충주지역기상서비스센터(127),37.0451,127.7563,146,,,,
630,1993-09-11,2001-06-19,노은,충청북도 충주시노은면 수룡리501  ,충주지역기상서비스센터(127),37.0451,127.7563,120,,,,
631,2020-03-07,,송도,인천광역시 연수구동춘동 1129-2송도종합스포츠센터  ,인천기상대(112),37.3478,126.6154,9.74,,,10,
631,2007-10-16,2020-03-07,송도,인천광역시 연수구동춘동 1129-2송도종합스포츠센터  ,인천기상대(112),37.3478,126.6154,9.74,,,10,
631,2001-01-05,2007-10-09,팔미도,인천광역시 연수구동춘동 1129-2송도종합스포츠센터  ,인천기상대(112),37.355,126.5133,63,,,,
632,2020-02-04,,유구,충청남도 공주시유구읍 만천리500번지  ,대전지방기상청(133),36.5407,126.9336,58.83,,,,
632,2015-07-13,2020-02-04,유구,충청남도 공주시유구읍 만천리500번지  ,대전지방기상청(133),36.5407,126.9336,58.83,,,,
632,2014-11-04,2015-07-13,유구,충청남도 공주시유구읍 만천리500번지  ,천안지역기상서비스센터(232),36.5378,126.9495,55.1,,,,
632,2007-07-24,2014-11-04,유구,충청남도 공주시유구읍 만천리500번지  ,천안지역기상서비스센터(232),36.5528,126.9503,71.54,,,,
632,1993-10-10,2007-07-24,유구,충청남도 공주시유구읍 만천리500번지  ,대전지방기상청(133),36.5495,126.952,76,,,,
633,2020-10-07,,정안,충청남도 공주시정안면 평정리284-5  ,대전지방기상청(133),36.5511,127.0938,75.76,,,,
633,2015-07-13,2020-10-07,정안,충청남도 공주시정안면 평정리284-5  ,대전지방기상청(133),36.5511,127.0938,75.76,,,,
633,2012-06-12,2015-07-13,정안,충청남도 공주시정안면 평정리284-5  ,천안지역기상서비스센터(232),36.5511,127.0939,72.5,,,,
633,2005-09-16,2012-06-12,정안,충청남도 공주시정안면 평정리284-5  ,천안지역기상서비스센터(232),36.6094,127.1227,61.34,,,,
633,1993-10-11,2005-09-16,정안,충청남도 공주시정안면 평정리284-5  ,대전지방기상청(133),36.6041,127.1207,40,,,,
634,2015-07-13,,아산,충청남도 아산시인주면 현대로1077(현대자동차㈜ 아산공장) ,대전지방기상청(133),36.8458,126.8654,29.5,,,,
634,2009-09-17,2015-07-13,아산,충청남도 아산시인주면 현대로1077(현대자동차㈜ 아산공장) ,천안지역기상서비스센터(232),36.8458,126.8654,27.5,,,,
